vertex,position_changed,normal_changed,source_x,source_y,source_z,result_x,result_y,result_z,displacement_source_units,normal_angle_degrees,head_jaw_weight,upper_jaw_weight,lower_jaw_weight
78,True,True,-6.979119777679443,62.192047119140625,-28.873369216918945,-6.924185752868652,62.69635009765625,-28.85154151916504,0.5077555411917032,4.706646698286012,0.49586776,0.0,0.0
80,True,True,-11.146538734436035,61.90277099609375,-25.83487892150879,-11.250381469726562,67.09305572509766,-25.743833541870117,5.19212173807176,13.550625414899228,1.0,0.0,1.0
81,True,True,-12.740004539489746,61.668190002441406,-25.600749969482422,-13.146605491638184,66.77490997314453,-25.523752212524414,5.123459948905886,29.592619448320693,1.0,0.0,1.0
82,True,True,-12.381942749023438,62.02428436279297,-26.06448745727539,-12.720511436462402,66.84223175048828,-25.959665298461914,4.8309661012775225,50.885722635088804,1.0,0.0,1.0
83,True,True,-10.760863304138184,62.24445343017578,-26.642976760864258,-10.791427612304688,67.25284576416016,-26.50344467163086,5.010428839128742,49.60060976519874,1.0,0.0,1.0
84,True,True,-9.602128982543945,69.5208969116211,-27.264982223510742,-10.81214427947998,69.40603637695312,-27.297157287597656,1.2158804201040536,7.727951501775886,1.0,0.0,0.0
85,True,True,-9.998461723327637,70.05057525634766,-27.347789764404297,-11.409941673278809,69.96288299560547,-27.425458908081055,1.4163326154500995,3.9319895513528436,1.0,0.0,0.0
86,True,True,-9.633935928344727,70.85713958740234,-27.397113800048828,-10.857163429260254,70.9347915649414,-27.49449920654297,1.229552465741012,2.0412100658368364,1.0,0.0,0.0
87,True,True,-8.981164932250977,70.62247467041016,-27.475269317626953,-9.954388618469238,70.66707611083984,-27.560373306274414,0.9779551731998618,3.71953300079273,1.0,0.0,0.0
88,True,True,-11.918252944946289,69.20743560791016,-26.76479721069336,-13.721318244934082,69.0349349975586,-26.713071823120117,1.8120365482824383,13.96642321680075,1.0,0.0,0.0
89,True,True,-12.293655395507812,70.54752349853516,-26.41304588317871,-14.528207778930664,70.54595947265625,-26.277122497558594,2.2386830877094086,7.456670439394595,1.0,0.0,0.0
90,True,True,-11.471487045288086,71.02962493896484,-26.766220092773438,-13.721504211425781,71.1597671508789,-26.676265716552734,2.2555722185373375,4.918285529672228,1.0,0.0,0.0
91,True,True,-10.8031587600708,70.6554946899414,-27.25705909729004,-12.742133140563965,70.68033599853516,-27.31290626525879,1.9399375363633822,4.002224774540035,1.0,0.0,0.0
92,True,True,-10.85326099395752,70.92903137207031,-27.21426773071289,-12.823399543762207,71.02151489257812,-27.258277893066406,1.97279902711412,4.280477436730221,1.0,0.0,0.0
93,True,True,-10.578227996826172,70.92682647705078,-27.358171463012695,-12.400808334350586,71.02093505859375,-27.44538116455078,1.827090869084786,2.344917944125789,1.0,0.0,0.0
94,True,True,-10.628950119018555,70.50196838378906,-27.300432205200195,-12.465176582336426,70.49618530273438,-27.368684768676758,1.8375036002785041,2.5903570969861294,1.0,0.0,0.0
95,True,True,-10.322493553161621,70.53921508789062,-27.334630966186523,-11.983023643493652,70.54570007324219,-27.413537979125977,1.6624164798942955,1.4939837386007393,1.0,0.0,0.0
96,True,True,-10.371282577514648,70.5960693359375,-27.354984283447266,-12.064850807189941,70.61395263671875,-27.440174102783203,1.6958037817892813,1.1988612779936103,1.0,0.0,0.0
97,True,True,-10.263872146606445,70.90399932861328,-27.381797790527344,-11.900973320007324,70.99258422851562,-27.476205825805664,1.6422120489042684,0.8245450433976552,1.0,0.0,0.0
122,True,True,-15.958078384399414,54.869422912597656,-24.264917373657227,-16.358524322509766,64.78256225585938,-24.275423049926758,9.921229709945553,24.821129375111973,1.0,1.0,0.0
123,True,True,-16.041723251342773,55.2213134765625,-24.187236785888672,-16.5112247467041,64.85919189453125,-24.2132568359375,9.649342417838579,23.55477526316436,1.0,1.0,0.0
124,True,True,-15.869384765625,54.5211181640625,-24.261625289916992,-16.225505828857422,64.70825958251953,-24.272790908813477,10.19337025533586,15.854605595555826,1.0,1.0,0.0
434,True,True,-13.570796012878418,63.572113037109375,-25.406858444213867,-7.031647205352783,65.94536590576172,-24.32005500793457,7.040876224919665,43.75143749370222,1.0,0.0,1.0
435,True,True,-11.542707443237305,63.31243896484375,-25.19853973388672,-6.769321918487549,65.97638702392578,-24.319467544555664,5.536659330628237,62.295216849217674,1.0,0.0,1.0
436,True,True,-13.110974311828613,64.44942474365234,-26.264873504638672,-7.094561576843262,66.00524139404297,-24.317649841308594,6.512255188669992,39.7648506671625,1.0,0.0,1.0
437,True,True,-13.699819564819336,64.15248107910156,-25.721309661865234,-7.10092830657959,65.98255920410156,-24.316396713256836,6.990588828907333,36.16157152771758,1.0,0.0,1.0
438,True,True,-14.38992977142334,64.09193420410156,-25.128238677978516,-15.096443176269531,70.7522964477539,-24.121156692504883,6.7730200452503135,28.04899149153536,1.0,1.0,0.0
439,True,True,-13.966853141784668,65.55815887451172,-24.678869247436523,-15.080856323242188,70.85157012939453,-24.107526779174805,5.439451996079835,32.72429463584515,1.0,1.0,0.0
440,True,True,-14.842204093933105,63.550506591796875,-24.78651237487793,-15.155767440795898,70.65847778320312,-24.11903953552246,7.146124573615705,50.769462847562984,1.0,1.0,0.0
441,True,True,-11.970526695251465,65.95193481445312,-26.692781448364258,-13.89531135559082,67.661376953125,-26.1425724029541,2.6324358316578045,20.148470779796416,1.0,0.5,0.3181818
442,True,True,-14.451433181762695,62.95545959472656,-25.29955291748047,-16.116220474243164,66.6158447265625,-25.225976943969727,4.021858956558285,7.979500386560091,1.0,1.0,0.0
443,True,True,-14.391899108886719,63.611000061035156,-25.255985260009766,-16.11036491394043,66.81918334960938,-25.196840286254883,3.6399262168547115,4.056202571418423,1.0,1.0,0.0
444,True,True,-8.926055908203125,65.64789581298828,-25.153867721557617,-6.968081951141357,66.06172180175781,-24.30674934387207,2.1731367907533548,128.91035016023247,1.0,0.0,1.0
445,True,True,-9.836111068725586,64.99891662597656,-24.54014778137207,-7.000570774078369,66.0506820678711,-24.30276870727539,3.03361964197073,98.34345448839824,1.0,0.0,1.0
446,True,True,-9.957038879394531,65.52293395996094,-24.542238235473633,-7.019201278686523,66.0284652709961,-24.302812576293945,2.9906147061840542,120.93815048133285,1.0,0.0,0.0
447,True,True,-10.635906219482422,66.02378845214844,-24.54189109802246,-14.803531646728516,70.83719635009766,-24.10569953918457,6.381869660990385,15.835275883789846,1.0,0.0,0.0
448,True,True,-11.053991317749023,66.36415100097656,-24.105453491210938,-14.834962844848633,70.83765411376953,-24.099905014038086,5.857303694918445,18.46193422213316,1.0,0.0,0.0
449,True,True,-10.865586280822754,66.91940307617188,-24.962928771972656,-14.836112976074219,70.8494644165039,-24.11138153076172,5.6511589148148085,35.672244143148156,1.0,0.0,0.0
450,True,True,-11.517382621765137,65.8160171508789,-26.506290435791016,-14.873663902282715,70.85370635986328,-24.131372451782227,6.502551194034439,9.996381256930276,1.0,0.5,0.3181818
451,True,True,-9.829368591308594,66.90119934082031,-25.08179473876953,-14.765686988830566,70.85184478759766,-24.11302947998047,6.3963540313598255,35.76070710318923,1.0,0.0,0.0
452,True,True,-11.187984466552734,65.90974426269531,-26.6431827545166,-7.070980548858643,66.04105377197266,-24.316547393798828,4.730771136641201,77.54325974127624,1.0,0.5,0.3181818
453,True,True,-9.26213550567627,66.65760803222656,-25.171749114990234,-7.005847454071045,66.03331756591797,-24.307090759277344,2.4956378804314583,44.04897183493523,1.0,0.0,0.0
454,True,True,-9.429327011108398,66.90213012695312,-25.196487426757812,-7.014066696166992,66.03704071044922,-24.307266235351562,2.715248867916877,64.62317158794137,1.0,0.0,0.0
455,True,True,-11.154276847839355,65.95922088623047,-26.77578353881836,-6.56276273727417,65.95033264160156,-24.709041595458984,5.035226220226126,41.17028685984658,1.0,0.5,0.3181818
456,True,True,-13.207450866699219,64.51895141601562,-26.376970291137695,-7.10398530960083,66.00682067871094,-24.317703247070312,6.611098812477533,44.59820756236494,1.0,0.0,1.0
457,True,True,-13.799609184265137,64.16409301757812,-25.73928451538086,-7.1077070236206055,65.98184967041016,-24.316438674926758,7.078861777309371,36.57433307557153,1.0,0.0,1.0
458,True,True,-9.776551246643066,64.4399642944336,-25.178726196289062,-6.938803672790527,66.0482406616211,-24.308597564697266,3.3758684810986948,53.1182534768832,1.0,0.0,1.0
459,True,True,-9.188295364379883,66.45946502685547,-25.16916847229004,-7.00137996673584,66.03063201904297,-24.307065963745117,2.3895015045572925,64.75119617759265,1.0,0.0,0.0
460,True,True,-11.058052062988281,65.83682250976562,-26.511104583740234,-7.063729286193848,66.04118347167969,-24.31568145751953,4.562484032971285,42.71179568680745,1.0,0.5,0.5
461,True,True,-14.417023658752441,62.71363830566406,-25.031530380249023,-15.066047668457031,70.45735931396484,-24.142972946166992,7.821507625338886,14.116234188096367,1.0,1.0,0.0
462,True,True,-15.113114356994629,61.605369567871094,-24.972206115722656,-15.2567138671875,70.18096923828125,-24.15396499633789,8.615744254324083,18.175518704512633,1.0,1.0,0.0
463,True,True,-15.144658088684082,61.44428253173828,-24.98483657836914,-15.26889705657959,70.05638885498047,-24.341493606567383,8.636996053220038,21.40562378267871,1.0,1.0,0.0
464,True,True,-14.451433181762695,62.95545959472656,-25.29955291748047,-15.068404197692871,70.2119369506836,-24.466135025024414,7.330191145903424,74.63051221604204,1.0,1.0,0.0
465,True,True,-9.59442138671875,66.90318298339844,-25.11861801147461,-14.749687194824219,70.85179138183594,-24.113542556762695,6.571031160030886,28.6458010609226,1.0,0.0,0.0
466,True,True,-10.07209587097168,65.905029296875,-24.54432487487793,-7.026278972625732,66.02938842773438,-24.302831649780273,3.057905287847531,38.54963524365922,1.0,0.0,0.0
467,True,True,-9.429327011108398,66.90213012695312,-25.196487426757812,-14.73836612701416,70.85150909423828,-24.114606857299805,6.704771146580812,14.634685645271707,1.0,0.0,0.0
468,True,True,-10.07209587097168,65.905029296875,-24.54432487487793,-14.76279067993164,70.8362045288086,-24.10573959350586,6.819931378531273,16.638468789439564,1.0,0.0,0.0
469,True,True,-11.970526695251465,65.95193481445312,-26.692781448364258,-14.18004035949707,70.6301498413086,-24.832773208618164,5.497933895738264,73.20749080825324,1.0,0.5,0.3181818
470,True,True,-11.154276847839355,65.95922088623047,-26.77578353881836,-13.835758209228516,70.67808532714844,-24.91815757751465,5.736619049174091,8.92000421927511,1.0,0.5,0.3181818
471,True,True,-10.198091506958008,70.90386199951172,-27.358585357666016,-11.794126510620117,70.99276733398438,-27.44609260559082,1.6009026859405844,4.314111815653601,1.0,0.0,0.0
472,True,True,-10.127198219299316,70.90644073486328,-27.32387351989746,-11.678123474121094,70.99651336669922,-27.401050567626953,1.55545444219562,1.016610576597265,1.0,0.0,0.0
473,True,True,-10.267583847045898,70.48550415039062,-27.30270004272461,-11.890515327453613,70.4813232421875,-27.37187957763672,1.6244106248551922,2.0992328935948623,1.0,0.0,0.0
474,True,True,-11.342368125915527,71.02814483642578,-26.874805450439453,-13.539679527282715,71.15875244140625,-26.817276000976562,2.2019412750144975,2.51673672265587,1.0,0.0,0.0
475,True,True,-11.25341510772705,70.13529968261719,-27.070308685302734,-13.358760833740234,70.03706359863281,-27.06724739074707,2.107638566206958,1.797486335936761,1.0,0.0,0.0
476,True,True,-11.345769882202148,70.02708435058594,-27.009994506835938,-13.46261215209961,69.90666961669922,-26.988994598388672,2.1203683406230245,7.788290059590107,1.0,0.0,0.0
477,True,True,-15.832052230834961,57.717437744140625,-24.163326263427734,-15.326007843017578,69.8110122680664,-24.091064453125,12.104373071638877,7.403318579750222,1.0,1.0,0.0
478,True,True,-16.04093360900879,55.563743591308594,-24.106433868408203,-15.260112762451172,69.62638854980469,-24.08717155456543,14.084318778693882,35.75504919369573,1.0,1.0,0.0
479,True,True,-15.900899887084961,56.21113586425781,-24.354496002197266,-15.267480850219727,69.68177032470703,-24.105466842651367,13.48781776143233,30.94470975632448,1.0,1.0,0.0
480,True,True,-15.6316499710083,59.36152648925781,-24.655155181884766,-15.331293106079102,69.95342254638672,-24.12916374206543,10.609200880655253,9.770640158268,1.0,1.0,0.0
481,True,True,-16.02878761291504,56.580963134765625,-24.362720489501953,-16.796783447265625,65.16084289550781,-24.354032516479492,8.614187703506843,24.127937259117676,1.0,1.0,0.0
482,True,True,-15.905753135681152,59.707855224609375,-24.649385452270508,-17.085620880126953,65.85624694824219,-24.60223960876465,6.260753262362283,21.784150841463415,1.0,1.0,0.0
483,True,True,-15.580842971801758,59.71068572998047,-24.74595069885254,-16.77738380432129,65.85687255859375,-24.68511390686035,6.261870615987352,20.60649756537482,1.0,1.0,0.0
484,True,True,-15.816764831542969,56.49102020263672,-24.407407760620117,-16.581321716308594,65.14092254638672,-24.390066146850586,8.683643159297969,20.114551641983745,1.0,1.0,0.0
485,True,True,-15.580842971801758,59.71068572998047,-24.74595069885254,-15.332869529724121,69.9083480834961,-24.249788284301758,10.212736432802842,2.5505415275715557,1.0,1.0,0.0
486,True,True,-15.48275375366211,60.583404541015625,-24.278438568115234,-15.348482131958008,70.05509185791016,-24.099578857421875,9.474327432252123,26.737550941851918,1.0,1.0,0.0
487,True,True,-15.539520263671875,59.55010223388672,-24.256114959716797,-15.307477951049805,69.96910095214844,-24.097900390625,10.422783206795545,14.413904977370493,1.0,1.0,0.0
488,True,True,-15.539520263671875,59.55010223388672,-24.256114959716797,-15.307477951049805,69.96910095214844,-24.097900390625,10.422783206795545,0.49167533052454077,1.0,1.0,0.0
489,True,True,-15.832052230834961,57.717437744140625,-24.163326263427734,-15.326007843017578,69.8110122680664,-24.091064453125,12.104373071638877,0.34985297657200104,1.0,1.0,0.0
490,True,True,-15.58404541015625,59.35423278808594,-24.245710372924805,-15.31278133392334,69.95281219482422,-24.09710693359375,10.603091653955099,0.6560889721465079,1.0,1.0,0.0
491,True,True,-16.069074630737305,54.31153869628906,-24.065906524658203,-15.178814888000488,69.5234146118164,-24.084209442138672,15.237915417658906,26.621035064615764,1.0,1.0,0.0
492,True,True,-15.947541236877441,52.514801025390625,-24.03472900390625,-15.121915817260742,69.38434600830078,-24.0819149017334,16.889802597215287,18.149348333551487,1.0,1.0,0.0
493,True,True,-15.942400932312012,52.69065856933594,-24.090099334716797,-15.115365028381348,69.29918670654297,-24.029970169067383,16.629215579435783,81.33924369806488,1.0,1.0,0.0
494,True,True,-15.95088005065918,54.47949981689453,-24.22037696838379,-15.14113712310791,69.5368423461914,-24.095579147338867,15.079616114126688,28.10885636514403,1.0,1.0,0.0
495,True,True,-15.93333625793457,52.794334411621094,-24.120325088500977,-15.109806060791016,69.3072738647461,-24.039644241333008,16.53365902537243,5.8504714641409326,1.0,1.0,0.0
496,True,True,-15.869384765625,54.5211181640625,-24.261625289916992,-15.112117767333984,69.44890594482422,-24.08485984802246,14.948028209620416,108.49608190118735,1.0,1.0,0.0
497,True,True,-15.942400932312012,52.69065856933594,-24.090099334716797,-16.233623504638672,64.3339614868164,-24.135568618774414,11.647033135980788,48.48002275231378,1.0,1.0,0.0
498,True,True,-15.947541236877441,52.514801025390625,-24.03472900390625,-16.208328247070312,64.34593200683594,-24.164501190185547,11.834716345782528,149.8953653239923,1.0,1.0,0.0
499,True,True,-16.248889923095703,53.514801025390625,-24.043651580810547,-16.512575149536133,64.49846649169922,-24.098411560058594,10.986966625495418,125.27576203889531,1.0,1.0,0.0
522,True,True,-15.956828117370605,52.79381561279297,-23.960981369018555,-16.242067337036133,64.35408782958984,-24.03227424621582,11.564010455426793,13.479053901104194,1.0,1.0,0.0
523,True,True,-15.950993537902832,52.895774841308594,-23.937137603759766,-16.232391357421875,64.3741226196289,-24.013200759887695,11.482048513075577,8.357824236818768,1.0,1.0,0.0
524,True,True,-16.067607879638672,53.999969482421875,-23.966833114624023,-16.36406707763672,64.59864044189453,-24.036956787109375,10.603048217031247,11.746435790194194,1.0,1.0,0.0
525,True,True,-8.404276847839355,72.95402526855469,-21.578876495361328,-9.57377815246582,73.60884094238281,-21.578767776489258,1.3403420757529692,3.6150885891349285,1.0,0.0,0.0
526,True,True,-6.216891288757324,74.14640045166016,-21.52365493774414,-7.373424530029297,74.3536376953125,-21.523656845092773,1.1749537919966528,2.7010483180879032,0.9,0.0,0.0
527,True,True,-7.511895179748535,75.28230285644531,-21.840503692626953,-10.155719757080078,75.67110443115234,-21.840503692626953,2.6722602905025887,5.558405462974494,1.0,0.0,0.0
528,True,True,-3.8247697353363037,74.82096099853516,-22.501806259155273,-5.07560396194458,74.85803985595703,-22.501806259155273,1.2513836758254586,15.55764098875076,0.9,0.0,0.0
529,True,True,-4.910592555999756,75.94075775146484,-22.636436462402344,-7.480400562286377,75.95197296142578,-22.636436462402344,2.5698324789972764,10.172220051707633,1.0,0.0,0.0
530,True,True,-15.245594024658203,63.90486145019531,-23.43247413635254,-16.9453067779541,66.91313934326172,-23.48388671875,3.455633455570419,7.196216378994864,1.0,1.0,0.0
531,True,True,-15.262350082397461,65.74851989746094,-23.291458129882812,-17.08891487121582,67.58460998535156,-23.327533721923828,2.5901481013529652,2.1789431137006723,1.0,1.0,0.0
532,True,True,-16.168996810913086,66.32432556152344,-23.610475540161133,-17.968612670898438,67.8412857055664,-23.63278579711914,2.3537805908136837,5.772112320602791,1.0,1.0,0.0
533,True,True,-16.178306579589844,62.43467712402344,-23.728227615356445,-17.713802337646484,66.46607971191406,-23.778366088867188,4.314216952725854,10.061852538449436,1.0,1.0,0.0
534,True,True,-8.046857833862305,75.90289306640625,-23.3939266204834,-10.948620796203613,75.99471282958984,-23.3939266204834,2.9032153138420336,14.81860386975542,1.0,0.0,0.0
535,True,True,-6.6172709465026855,76.10690307617188,-23.438928604125977,-9.589963912963867,76.12236022949219,-23.438928604125977,2.972733152578036,8.011835148088144,1.0,0.0,0.0
536,True,True,-11.468832015991211,74.85636901855469,-23.459148406982422,-13.100239753723145,75.47686004638672,-23.459150314331055,1.745422677277717,8.149977915832638,1.0,0.0,0.0
537,True,True,-12.929268836975098,74.1570816040039,-23.16119956970215,-14.01639461517334,75.10487365722656,-23.16120719909668,1.4422732868057149,15.664633143314544,1.0,0.0,0.0
538,True,True,-13.354004859924316,72.5306625366211,-22.156112670898438,-14.455953598022461,73.60395050048828,-22.158063888549805,1.5382593676063179,12.471757218857004,1.0,0.0,0.0
539,True,True,-11.658672332763672,72.16979217529297,-21.991809844970703,-13.764687538146973,73.19546508789062,-22.086856842041016,2.344427200958543,2.3425654289031423,1.0,0.0,0.0
549,True,True,-10.335658073425293,73.18136596679688,-21.929187774658203,-11.773467063903809,74.39958190917969,-21.973188400268555,1.8850148090746117,2.797874315436866,1.0,0.0,0.0
550,True,True,-9.705060958862305,74.19886016845703,-21.889596939086914,-11.433846473693848,75.1125259399414,-21.889610290527344,1.9553732376331026,3.810533495399515,1.0,0.0,0.0
554,True,True,-9.248448371887207,72.7092514038086,-21.507164001464844,-10.413276672363281,73.62986755371094,-21.496368408203125,1.4847476586561323,3.3412761164357816,1.0,0.0,0.0
563,True,True,-10.898831367492676,62.639808654785156,-21.91427230834961,-10.955609321594238,67.24640655517578,-22.058462142944336,4.609203690482308,22.026949110010605,1.0,0.0,1.0
564,True,True,-10.31873607635498,63.20313262939453,-21.169750213623047,-10.391454696655273,66.56680297851562,-21.532041549682617,3.3839062084340674,15.322322701784248,0.75,0.0,0.25
565,True,True,-9.899439811706543,64.23920440673828,-21.176279067993164,-10.73615837097168,67.27338409423828,-21.57196807861328,3.1722096583583266,45.888607544835324,1.0,0.0,0.0
566,True,True,-10.579992294311523,63.978431701660156,-21.52098274230957,-10.576190948486328,67.48651123046875,-21.688770294189453,3.512091840092148,56.91570617040755,1.0,0.0,1.0
567,True,True,-10.47951602935791,62.69281005859375,-21.319225311279297,-10.312188148498535,66.08251190185547,-21.641538619995117,3.409100038851914,11.50042322859352,0.75,0.0,0.25
568,True,True,-10.57955265045166,62.393287658691406,-21.65105438232422,-10.510464668273926,66.03180694580078,-21.986421585083008,3.6545953144821057,22.482098285650235,0.75,0.0,0.25
571,True,True,-6.919121742248535,62.155609130859375,-19.753190994262695,-6.866053581237793,62.63884735107422,-19.773971557617188,0.486587339542247,5.151455531244629,0.49586776,0.0,0.0
572,True,True,-8.535660743713379,61.486480712890625,-21.002979278564453,-8.815394401550293,63.10907745361328,-21.294891357421875,1.672209246509978,15.245565720189113,0.49586776,0.0,0.0
573,True,True,-11.639077186584473,61.814170837402344,-22.815223693847656,-11.836502075195312,66.95245361328125,-22.905357360839844,5.142864041510557,22.60108416624388,1.0,0.0,1.0
574,True,True,-11.22297191619873,62.529945373535156,-22.0400390625,-11.341336250305176,67.13240814208984,-22.17668342590332,4.606011868587665,49.72907321623381,1.0,0.0,1.0
575,True,True,-12.647046089172363,62.172019958496094,-22.57954216003418,-13.035984992980957,66.82427978515625,-22.68381690979004,4.6696539688812555,54.57806823404252,1.0,0.0,1.0
576,True,True,-12.982564926147461,61.814048767089844,-23.042245864868164,-13.43525218963623,66.76490020751953,-23.118757247924805,4.972093094006477,39.33891881574678,1.0,0.0,1.0
577,True,True,-9.627547264099121,69.70734405517578,-21.402141571044922,-10.860440254211426,69.590087890625,-21.370677947998047,1.238855961267675,8.79886694731007,1.0,0.0,0.0
578,True,True,-9.000215530395508,71.01680755615234,-21.20574188232422,-9.978063583374023,71.11266326904297,-21.12124252319336,0.9861618904121016,4.780913724143092,1.0,0.0,0.0
579,True,True,-9.535208702087402,71.16332244873047,-21.257461547851562,-10.721785545349121,71.32551574707031,-21.162200927734375,1.2013932981069997,2.2631365187105104,1.0,0.0,0.0
580,True,True,-9.91556167602539,70.24352264404297,-21.304664611816406,-11.300664901733398,70.1661605834961,-21.22705078125,1.3894314452228211,3.573688353564698,1.0,0.0,0.0
581,True,True,-11.63315200805664,70.9304428100586,-21.881378173828125,-13.942096710205078,70.98375701904297,-21.968585968017578,2.311206014579046,1.5581667698938484,1.0,0.0,0.0
582,True,True,-12.96923828125,70.2408447265625,-21.843738555908203,-14.587593078613281,70.22836303710938,-21.8658504486084,1.6185539776353264,4.335954940476383,1.0,0.0,0.0
583,True,True,-12.12539005279541,69.1343002319336,-21.83905029296875,-13.706963539123535,68.9981460571289,-21.87135887145996,1.5877520260471936,8.174073804761264,1.0,0.0,0.0
